Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Concentric Avg Velocity (m/s),Concentric Range of Motion (mm),Concentric Peak Velocity (m/s),Concentric Peak Velocity Location (%),Concentric Duration of rep (sec),Concentric Force,Concentric Force Loc,Concentric Power,Concentric Power Loc,Concentric Work,Concentric Work Loc,Eccentric Avg Velocity (m/s),Eccentric Range of Motion (mm),Eccentric Peak Velocity (m/s),Eccentric Peak Velocity Location (%),Eccentric Duration of rep (sec),Eccentric Force,Eccentric Force Loc,Eccentric Power,Eccentric Power Loc,Eccentric Work,Eccentric Work Loc,
"squat (pause)",3,3,"157.5","kgs","","secondary,backdown","27/06/2024, 12:17:43","00:04:42.8",0.45,621,0.84,494,1.382,,,,,,,,,,,,,,,,,,
"squat (pause)",3,4,"157.5","kgs","","secondary,backdown","27/06/2024, 12:17:43","00:04:42.8",0.47,656,0.92,520,1.408,,,,,,,,,,,,,,,,,,
"squat (pause)",4,1,"157.5","kgs","","secondary,backdown","27/06/2024, 12:17:43","00:04:24.3",0.51,620,0.83,481,1.221,,,,,,,,,,,,,,,,,,
"squat (pause)",4,2,"157.5","kgs","","secondary,backdown","27/06/2024, 12:17:43","00:04:24.3",0.51,628,0.89,495,1.237,,,,,,,,,,,,,,,,,,
"squat (pause)",4,3,"157.5","kgs","","secondary,backdown","27/06/2024, 12:17:43","00:04:24.3",0.44,629,0.82,505,1.436,,,,,,,,,,,,,,,,,,
"squat (pause)",4,4,"157.5","kgs","","secondary,backdown","27/06/2024, 12:17:43","00:04:24.3",0.48,638,0.92,512,1.322,,,,,,,,,,,,,,,,,,
"bench",1,1,"160","kgs","","primary,topset","29/06/2024, 10:24:58","00:00:00",0.15,294,0.29,189,1.981,,,,,,,,,,,,,,,,,,
"deadlift",1,1,"210","kgs","","primary,backdown","29/06/2024, 10:24:58","00:41:22.1",0.27,379,0.64,252,1.421,,,,,,,,,,,,,,,,,,
"deadlift",1,2,"210","kgs","","primary,backdown","29/06/2024, 10:24:58","00:41:22.1",0.28,371,0.66,255,1.331,,,,,,,,,,,,,,,,,,
"deadlift",1,3,"210","kgs","","primary,backdown","29/06/2024, 10:24:58","00:41:22.1",0.27,361,0.65,210,1.331,,,,,,,,,,,,,,,,,,
"deadlift",1,4,"210","kgs","","primary,backdown","29/06/2024, 10:24:58","00:41:22.1",0.27,361,0.65,227,1.358,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","01/07/2024, 13:53:35","00:00:00",0.62,625,0.97,467,1.002,,,,,,,,,,,,,,,,,,
null,1,2,null,"kgs","","","01/07/2024, 13:53:35","00:00:00",0.69,655,1.00,501,0.947,,,,,,,,,,,,,,,,,,
"squat",1,1,"170","kgs","","primary,warmup","01/07/2024, 13:53:35","00:02:22.7",0.51,635,0.80,510,1.245,,,,,,,,,,,,,,,,,,
"squat",2,1,"200","kgs","","primary,lwu","01/07/2024, 13:53:35","00:03:38.6",0.41,648,0.70,548,1.575,,,,,,,,,,,,,,,,,,
"squat",3,1,"210","kgs","","primary,topset","01/07/2024, 13:53:35","00:05:43.7",0.36,651,0.67,554,1.806,,,,,,,,,,,,,,,,,,
null,1,1,null,"kgs","","","01/07/2024, 13:53:35","00:37:01.0",0.24,239,0.40,179,0.974,,,,,,,,,,,,,,,,,,
